user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_027337825.1_ASM2733782v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKAWW01;s__JAKAWW01 sp021816895	GCA_021816895.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKAWW01;s__JAKAWW01 sp021816895	98.81	0.97	GCA_021816895.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKAWW01;s__JAKAWW01 sp021816895	98.81	0.97	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.96	11	N/A	N/A
GCA_027338385.1_ASM2733838v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATK01;s__JAKATK01 sp021811435	GCA_021811435.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATK01;s__JAKATK01 sp021811435	99.48	0.918	GCA_021811435.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATK01;s__JAKATK01 sp021811435	99.48	0.918	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021801355.1, s__JAKATK01 sp021801355, 95.0, 80.77, 0.335; GCA_021818545.1, s__JAKATK01 sp021818545, 95.0, 79.08, 0.382; GCA_021827995.1, s__JAKATK01 sp021827995, 95.0, 77.63, 0.152	74.6	11	N/A	N/A
GCA_027344765.1_ASM2734476v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp021848045	GCA_021848045.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp021848045	99.82	0.964	GCA_021848045.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp021848045	99.82	0.964	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 78.47, 0.378	88.69	11	N/A	N/A
GCA_027346825.1_ASM2734682v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__JAKAKT01;f__JAKAKT01;g__JAKAKT01;s__JAKAKT01 sp021813385	GCA_021813385.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__JAKAKT01;f__JAKAKT01;g__JAKAKT01;s__JAKAKT01 sp021813385	99.92	0.944	GCA_021813385.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__JAKAKT01;f__JAKAKT01;g__JAKAKT01;s__JAKAKT01 sp021813385	99.92	0.944	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.15	11	N/A	N/A
GCA_027354305.1_ASM2735430v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATY01;s__JAKATY01 sp021812105	GCA_021812105.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATY01;s__JAKATY01 sp021812105	99.34	0.859	GCA_021812105.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATY01;s__JAKATY01 sp021812105	99.34	0.859	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKATY01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021816645.1, s__JAKATY01 sp021816645, 95.0, 90.04, 0.626; GCA_021800135.1, s__JAKATY01 sp021800135, 95.0, 78.62, 0.347	77.7	11	N/A	N/A
GCA_027365615.1_ASM2736561v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.91	0.936	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.91	0.936	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021806235.1, s__Ferroplasma sp021806235, 95.0, 94.42, 0.807; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 81.83, 0.635; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 76.35, 0.21	93.3	11	N/A	N/A
GCA_027366465.1_ASM2736646v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp021799535	GCA_021799535.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp021799535	99.98	0.996	GCA_021799535.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp021799535	99.98	0.996	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	67.78	11	N/A	N/A
GCA_027366795.1_ASM2736679v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	97.97	0.881	GCA_021835265.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021835265	97.52	0.46	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	ANI	N/A	GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.63, 0.566; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 93.85, 0.605; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 86.98, 0.495; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 83.17, 0.399; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 82.96, 0.223; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.52, 0.249; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 77.85, 0.208	49.71	11	N/A	N/A
GCA_027366895.1_ASM2736689v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	97.8	0.684	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	97.8	0.684	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 97.98, 0.367; GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.15, 0.405; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 94.62, 0.713; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 87.94, 0.663; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 82.67, 0.268; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 82.59, 0.453; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 78.46, 0.202; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.06, 0.297	88.33	11	N/A	N/A
GCA_027366915.1_ASM2736691v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	97.65	0.841	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	97.65	0.841	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 97.69, 0.49; GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.47, 0.556; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 94.33, 0.627; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 88.73, 0.469; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 83.1, 0.367; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 82.7, 0.207; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 78.15, 0.216; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.02, 0.244	65.17	11	N/A	N/A
GCA_027367435.1_ASM2736743v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.19	0.866	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.19	0.866	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021826765.1, s__Cuniculiplasma sp021826765, 95.0, 77.73, 0.231; GCA_021816965.1, s__Cuniculiplasma sp021816965, 95.0, 77.63, 0.268; GCA_021822985.1, s__Cuniculiplasma sp021822985, 95.0, 77.33, 0.281	76.67	11	N/A	N/A
GCA_027367755.1_ASM2736775v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.29	0.894	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.29	0.894	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021826765.1, s__Cuniculiplasma sp021826765, 95.0, 77.44, 0.262; GCA_021816965.1, s__Cuniculiplasma sp021816965, 95.0, 77.36, 0.272; GCA_021822985.1, s__Cuniculiplasma sp021822985, 95.0, 77.29, 0.275	91.78	11	N/A	N/A
GCA_027368965.1_ASM2736896v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021831005	GCA_021831005.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021831005	96.52	0.707	GCA_021831005.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021831005	96.52	0.707	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021797915.1, s__GCA-001856825 sp021797915, 95.0, 93.78, 0.704; GCA_023379555.1, s__GCA-001856825 sp023379555, 95.0, 93.53, 0.368; GCA_021793855.1, s__GCA-001856825 sp021793855, 95.0, 91.05, 0.344; GCA_001856825.1, s__GCA-001856825 sp001856825, 95.0, 84.08, 0.277; GCA_021792355.1, s__GCA-001856825 sp021792355, 95.0, 82.67, 0.263; GCA_021816725.1, s__GCA-001856825 sp021816725, 95.0, 82.43, 0.189; GCA_021787125.1, s__GCA-001856825 sp021787125, 95.0, 78.84, 0.249; GCA_021792255.1, s__GCA-001856825 sp021792255, 95.0, 78.19, 0.22; GCA_021827945.1, s__GCA-001856825 sp021827945, 95.0, 77.86, 0.242; GCA_014874235.1, s__GCA-001856825 sp014874235, 95.0, 77.56, 0.26	90.4	11	N/A	N/A
GCA_027371655.1_ASM2737165v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__CAINOH01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.7	11	0.66662	N/A
GCA_027371795.1_ASM2737179v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01 sp021796225	GCA_021796225.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01 sp021796225	99.98	0.867	GCA_021796225.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01 sp021796225	99.98	0.867	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	69.38	11	N/A	N/A
GCA_027372565.1_ASM2737256v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	98.76	0.929	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	98.76	0.929	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021846695.1, s__Ferroplasma sp021846695, 95.0, 92.73, 0.446; GCA_021802165.1, s__Ferroplasma sp021802165, 95.0, 91.77, 0.484; GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 82.34, 0.554; GCA_021820565.1, s__Ferroplasma sp021820565, 95.0, 81.56, 0.668; GCA_021826795.1, s__Ferroplasma sp021826795, 95.0, 81.4, 0.658; GCA_021797295.1, s__Ferroplasma sp021797295, 95.0, 81.35, 0.424; GCA_021802205.1, s__Ferroplasma sp021802205, 95.0, 81.23, 0.647; GCA_021797385.1, s__Ferroplasma sp021797385, 95.0, 80.96, 0.565; GCA_021797225.1, s__Ferroplasma sp021797225, 95.0, 80.22, 0.402; GCF_000152265.2, s__Ferroplasma acidarmanus, 96.9486, 78.36, 0.418; GCF_002078355.1, s__Ferroplasma acidiphilum, 96.9486, 78.08, 0.429; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 77.92, 0.348; GCA_002505185.1, s__Ferroplasma sp002505185, 95.0, 77.69, 0.332; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 77.04, 0.261; GCA_021797735.1, s__Ferroplasma sp021797735, 95.0, 76.88, 0.228; GCA_021806235.1, s__Ferroplasma sp021806235, 95.0, 76.78, 0.207	63.28	11	N/A	N/A
GCA_027372665.1_ASM2737266v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021817255	GCA_021817255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021817255	99.11	0.773	GCA_021817255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021817255	99.11	0.773	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 78.3, 0.21; GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 77.87, 0.227; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 77.76, 0.297; GCF_900083515.1, s__Cuniculiplasma divulgatum, 95.0, 77.7, 0.337; GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 77.35, 0.067; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 77.32, 0.217	69.55	11	N/A	N/A
GCA_027373015.1_ASM2737301v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.24	0.824	GCA_021816745.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021816745	99.24	0.824	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021816965.1, s__Cuniculiplasma sp021816965, 95.0, 78.39, 0.252; GCA_021826765.1, s__Cuniculiplasma sp021826765, 95.0, 77.63, 0.202; GCA_021822985.1, s__Cuniculiplasma sp021822985, 95.0, 77.12, 0.252	46.34	11	N/A	N/A
GCA_027373715.1_ASM2737371v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	GCA_021797915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	99.35	0.84	GCA_021797915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	99.35	0.84	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023379555.1, s__GCA-001856825 sp023379555, 95.0, 95.99, 0.472; GCA_021793855.1, s__GCA-001856825 sp021793855, 95.0, 94.88, 0.433; GCA_021831005.1, s__GCA-001856825 sp021831005, 95.0, 94.32, 0.812; GCA_021792355.1, s__GCA-001856825 sp021792355, 95.0, 82.83, 0.226; GCA_023381415.1, s__GCA-001856825 sp023381415, 95.0, 80.39, 0.229; GCA_021792255.1, s__GCA-001856825 sp021792255, 95.0, 80.2, 0.256; GCA_021816725.1, s__GCA-001856825 sp021816725, 95.0, 79.37, 0.213; GCA_021787125.1, s__GCA-001856825 sp021787125, 95.0, 79.26, 0.271; GCA_001856825.1, s__GCA-001856825 sp001856825, 95.0, 78.9, 0.22; GCA_021827945.1, s__GCA-001856825 sp021827945, 95.0, 78.22, 0.201; GCA_014874235.1, s__GCA-001856825 sp014874235, 95.0, 77.33, 0.276; GCA_021797855.1, s__GCA-001856825 sp021797855, 95.0, 77.08, 0.208	74.21	11	N/A	N/A
GCA_027373815.1_ASM2737381v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	GCA_021797915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	99.12	0.828	GCA_021797915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp021797915	99.12	0.828	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023379555.1, s__GCA-001856825 sp023379555, 95.0, 96.95, 0.443; GCA_021831005.1, s__GCA-001856825 sp021831005, 95.0, 93.75, 0.656; GCA_021793855.1, s__GCA-001856825 sp021793855, 95.0, 93.68, 0.364; GCA_021792355.1, s__GCA-001856825 sp021792355, 95.0, 82.32, 0.237; GCA_001856825.1, s__GCA-001856825 sp001856825, 95.0, 78.44, 0.206; GCA_021787125.1, s__GCA-001856825 sp021787125, 95.0, 78.08, 0.223; GCA_021792255.1, s__GCA-001856825 sp021792255, 95.0, 77.97, 0.22; GCA_021827945.1, s__GCA-001856825 sp021827945, 95.0, 77.11, 0.114	65.96	11	N/A	N/A
GCA_027375675.1_ASM2737567v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.25	0.783	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.25	0.783	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021806235.1, s__Ferroplasma sp021806235, 95.0, 94.27, 0.663; GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 90.54, 0.22; GCA_021797225.1, s__Ferroplasma sp021797225, 95.0, 87.23, 0.218; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 81.57, 0.564	57.51	11	N/A	N/A
GCA_027375715.1_ASM2737571v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.55	0.806	GCA_021797735.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797735	99.55	0.806	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021806235.1, s__Ferroplasma sp021806235, 95.0, 94.37, 0.688; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 81.72, 0.598	43.76	11	N/A	N/A
